0.26734	8.47813	14.52000	0	49	0
-0.03407	8.43331	14.64000	0	49	0
-0.35673	8.35171	14.58000	0	49	0
-0.67279	8.25689	14.50000	0	49	0
-0.95723	8.22528	14.68000	0	49	0
-1.21007	8.19368	14.58000	0	49	0
-1.58933	8.13047	14.66000	0	49	0
-1.96860	8.03566	14.66000	0	49	0
-2.25304	7.84602	14.54000	0	49	0
-2.60070	7.65639	14.58000	0	49	0
-2.91675	7.56157	14.60000	0	49	0
-3.16959	7.24553	14.60000	0	49	0
-3.39083	7.08750	14.52000	0	49	0
-3.64366	6.80306	14.64000	0	49	0
-3.89650	6.58182	14.52000	0	49	0
-4.02292	6.42380	14.52000	0	49	0
-4.18095	6.20256	14.60000	0	49	0
-4.42719	5.94311	14.54000	0	49	0
-4.61682	5.65866	14.64000	0	49	0
-4.77485	5.37422	14.62000	0	49	0
-4.93287	5.08977	14.52000	0	49	0
-5.14232	4.71711	14.58000	0	49	0
-5.36355	4.30625	14.54000	0	49	0
-5.53997	3.86378	14.56000	0	49	0
-5.72960	3.45291	14.54000	0	49	0
-5.91923	3.01044	14.54000	0	49	0
-6.04566	2.50476	14.52000	0	49	0
-6.14047	2.15710	14.62000	0	49	0
-6.17207	1.68302	14.66000	0	49	0
-6.20368	1.30000	14.60000	0	49	0
-6.20368	0.86130	14.64000	0	49	0
-6.20368	0.54524	14.62000	0	49	0
-6.20368	0.00795	14.52000	0	49	0
-6.23529	-0.33970	14.66000	0	49	0
-6.26689	-0.59254	14.68000	0	49	0
-6.23529	-1.00341	14.54000	0	49	0
-6.23529	-1.38267	14.64000	0	49	0
-6.17207	-1.73032	14.68000	0	49	0
-6.10886	-2.26762	14.60000	0	49	0
-6.10886	-2.61527	14.58000	0	49	0
-6.07726	-3.12095	14.56000	0	49	0
-5.98245	-3.37379	14.52000	0	49	0
-5.91923	-3.78466	14.54000	0	49	0
-5.82442	-4.16392	14.56000	0	49	0
-5.72960	-4.47997	14.56000	0	49	0
-5.55318	-4.87244	14.58000	0	49	0
-5.36355	-5.22010	14.52000	0	49	0
-5.23713	-5.37812	14.52000	0	49	0
-5.01589	-5.66257	14.56000	0	49	0
-4.79466	-5.88381	14.66000	0	49	0
-4.39842	-6.11022	14.64000	0	49	0
-4.18095	-6.37628	14.58000	0	49	0
-3.83329	-6.72394	14.54000	0	49	0
-3.54885	-7.03998	14.64000	0	49	0
-3.32761	-7.22961	14.64000	0	49	0
-2.94835	-7.48245	14.68000	0	49	0
-2.53748	-7.76691	14.56000	0	49	0
-2.28464	-7.79851	14.52000	0	49	0
-2.06341	-7.95653	14.68000	0	49	0
-1.49451	-8.17777	14.66000	0	49	0
